                   0 a=    x, b=    x, c=x, sum=    z, carry=z
                44960               44960 a=17371, b=24483, c=0, sum=32968, carry=0
                44970               44970 a=29293, b= 1382, c=0, sum=41982, carry=0
                44980               44980 a= 2088, b=12103, c=0, sum=30675, carry=0
                44990               44990 a=29489, b=16937, c=0, sum=14191, carry=0
                45000               45000 a=20665, b= 2639, c=0, sum=46426, carry=0
                45010               45010 a= 5279, b=10214, c=0, sum=23048, carry=0
                45020               45020 a=26580, b=14244, c=0, sum=15493, carry=0
                45030               45030 a= 2898, b=21638, c=0, sum=40824, carry=0
                45040               45040 a=24296, b= 5008, c=0, sum=28632, carry=0
                45050               45050 a= 6856, b=  939, c=0, sum=29432, carry=0
                45060               45060 a=15531, b=29044, c=0, sum= 7795, carry=0
                45070               45070 a=23507, b= 7687, c=0, sum=44575, carry=0
                45080               45080 a= 2013, b=28380, c=0, sum=31194, carry=0
                45090               45090 a=12607, b=15130, c=0, sum=30393, carry=0
                45100               45100 a=26568, b= 2433, c=0, sum=27737, carry=0
                45110               45110 a=26455, b=18576, c=0, sum=29001, carry=0
                45120               45120 a=11015, b=25537, c=0, sum=49127, carry=0
                45130               45130 a=16388, b=14885, c=0, sum=36552, carry=0
                45140               45140 a=18907, b= 8264, c=0, sum=31273, carry=0
                45150               45150 a=28087, b=16596, c=0, sum=27171, carry=0
                45160               45160 a= 8077, b=19251, c=0, sum=44683, carry=0
                45170               45170 a=10329, b=19428, c=0, sum=27296, carry=0
                45180               45180 a=14145, b=12489, c=0, sum=29821, carry=0
                45190               45190 a=18926, b=  327, c=0, sum=26634, carry=0
                45200               45200 a=18789, b=14235, c=0, sum=19253, carry=0
                45210               45210 a=11617, b=29098, c=0, sum=16672, carry=0
                45220               45220 a=16132, b=29169, c=0, sum=40715, carry=0
                45230               45230 a= 8449, b= 7214, c=0, sum=45301, carry=0
                45240               45240 a=15647, b=23589, c=0, sum=32047, carry=0
                45250               45250 a=21943, b=13436, c=0, sum=39236, carry=0
                45260               45260 a=28257, b=29840, c=0, sum=35379, carry=0
                45270               45270 a=10992, b= 9706, c=0, sum=58353, carry=0
                45280               45280 a= 1190, b= 1969, c=0, sum=16602, carry=0
                45290               45290 a=12012, b= 4299, c=0, sum= 3159, carry=0
                45300               45300 a=17927, b= 5394, c=0, sum=24503, carry=0
                45310               45310 a=21255, b= 3211, c=0, sum=23321, carry=0
                45320               45320 a=14116, b=19824, c=0, sum=24466, carry=0
                45330               45330 a=17070, b=29959, c=0, sum= 1172, carry=0
                45340               45340 a= 7968, b= 1457, c=0, sum=49077, carry=0
                45350               45350 a=27525, b=15418, c=0, sum= 9425, carry=0
                45360               45360 a=20097, b=24631, c=0, sum=42943, carry=0
                45370               45370 a=18585, b=13815, c=0, sum=44728, carry=0
                45380               45380 a=26269, b=11220, c=0, sum=32400, carry=0
                45390               45390 a= 2302, b=23280, c=0, sum=37489, carry=0
                45400               45400 a=24476, b=24150, c=0, sum=25582, carry=0
                45410               45410 a=14796, b=13507, c=0, sum=48626, carry=0
                45420               45420 a= 9837, b= 3117, c=0, sum=28303, carry=0
                45430               45430 a= 2378, b= 5004, c=0, sum=12954, carry=0
                45440               45440 a=10888, b=13264, c=0, sum= 7382, carry=0
                45450               45450 a= 8472, b=15718, c=0, sum=24152, carry=0
                45460               45460 a=25408, b= 7338, c=0, sum=24190, carry=0
                45470               45470 a=22991, b= 6282, c=0, sum=24554, carry=0
                45480               45480 a=16611, b= 4069, c=0, sum=29273, carry=0
                45490               45490 a=29016, b=15499, c=0, sum=20680, carry=0
                45500               45500 a=26475, b= 2400, c=0, sum=44515, carry=0
                45510               45510 a= 9372, b=28521, c=0, sum=28875, carry=0
                45520               45520 a= 9513, b=15152, c=0, sum=38661, carry=0
                45530               45530 a=25616, b= 4749, c=0, sum=16473, carry=0
                45540               45540 a=25316, b=21918, c=0, sum=30365, carry=0
                45550               45550 a=19939, b= 7974, c=0, sum=47106, carry=0
                45560               45560 a=18293, b=27291, c=0, sum=27913, carry=0
                45570               45570 a=17763, b= 9109, c=0, sum=45072, carry=0
                45580               45580 a=   34, b= 3481, c=0, sum=27128, carry=0
                45590               45590 a=23064, b=13949, c=0, sum= 3515, carry=0
                45600               45600 a=22947, b=11753, c=0, sum=37013, carry=0
                45610               45610 a=26947, b=11819, c=0, sum=34700, carry=0
                45620               45620 a=17089, b= 7600, c=0, sum=38766, carry=0
                45630               45630 a=26613, b=19942, c=0, sum=20593, carry=0
                45640               45640 a= 4073, b= 8439, c=0, sum=46555, carry=0
                45650               45650 a=27768, b=28035, c=0, sum=12480, carry=0
                45660               45660 a=22225, b=19171, c=0, sum=55931, carry=0
                45670               45670 a=24126, b=19783, c=0, sum=41396, carry=0
                45680               45680 a= 5024, b= 7596, c=0, sum=43781, carry=0
                45690               45690 a=21837, b=12365, c=0, sum=12620, carry=0
                45700               45700 a=17394, b=18874, c=0, sum=34202, carry=0
                45710               45710 a= 2130, b= 8160, c=0, sum=36268, carry=0
                45720               45720 a=15380, b= 6982, c=0, sum=10290, carry=0
                45730               45730 a=22826, b= 5218, c=0, sum=22362, carry=0
                45740               45740 a=25340, b=17902, c=0, sum=28044, carry=0
                45750               45750 a=27552, b= 9211, c=0, sum=43242, carry=0
                45760               45760 a=11640, b=22602, c=0, sum=36763, carry=0
                45770               45770 a=   97, b=16808, c=0, sum=34242, carry=0
                45780               45780 a=29003, b=24955, c=0, sum=16905, carry=0
                45790               45790 a= 1752, b=22283, c=0, sum=53958, carry=0
                45800               45800 a= 1161, b=22708, c=0, sum=24035, carry=0
                45810               45810 a=16678, b= 7179, c=0, sum=23869, carry=0
                45820               45820 a= 7659, b=21377, c=0, sum=23857, carry=0
                45830               45830 a= 3504, b= 7215, c=0, sum=29036, carry=0
                45840               45840 a=29202, b=  981, c=0, sum=10751, carry=0
                45850               45850 a=15598, b=29328, c=0, sum=30183, carry=0
                45860               45860 a=17060, b= 9356, c=0, sum=44926, carry=0
                45870               45870 a=28150, b=  790, c=0, sum=26416, carry=0
                45880               45880 a=15273, b=22703, c=0, sum=28940, carry=0
                45890               45890 a= 1013, b=24018, c=0, sum=37976, carry=0
                45900               45900 a=10319, b=28139, c=0, sum=25031, carry=0
                45910               45910 a= 8162, b= 7900, c=0, sum=38458, carry=0
                45920               45920 a= 5679, b=24780, c=0, sum=16094, carry=0
                45930               45930 a=13532, b=18770, c=0, sum=30459, carry=0
                45940               45940 a=  842, b=12491, c=0, sum=32302, carry=0
                45950               45950 a=24957, b= 9454, c=0, sum=13333, carry=0
                45960               45960 a= 1091, b=25587, c=0, sum=34411, carry=0
                45970               45970 a=17845, b=25222, c=0, sum=26678, carry=0
                45980               45980 a=18331, b=21220, c=0, sum=43067, carry=0
                45990               45990 a=13614, b=14657, c=0, sum=39679, carry=0
                46000               46000 a= 1970, b=19359, c=0, sum=28271, carry=0
                46010               46010 a=13164, b= 2024, c=0, sum=21329, carry=0
                46020               46020 a=26977, b= 1518, c=0, sum=15188, carry=0
                46030               46030 a=25424, b=23065, c=0, sum=28495, carry=0
                46040               46040 a=13456, b=20682, c=0, sum=48489, carry=0
